n,saddle,method,t,alpha,alpha_drop,m0,skipped
20,15,drop_alpha,17,6,1,57,0
20,15,drop_alpha,18,6,1,57,0
20,15,drop_alpha,19,6,1,57,0
20,15,drop_alpha,20,5,2,57,0
20,15,hardcore_comarg,0,7,0,57,0
20,15,hardcore_comarg,1,7,0,57,0
20,15,hardcore_comarg,2,7,0,57,0
20,15,hardcore_comarg,3,6,1,57,0
20,15,hardcore_comarg,4,6,1,57,0
20,15,hardcore_comarg,5,6,1,57,0
20,15,hardcore_comarg,6,6,1,57,0
20,15,hardcore_comarg,7,6,1,57,0
20,15,hardcore_comarg,8,6,1,57,0
20,15,hardcore_comarg,9,5,2,57,0
20,15,hardcore_comarg,10,5,2,57,0
20,15,hardcore_comarg,11,5,2,57,0
20,15,hardcore_comarg,12,5,2,57,0
20,15,hardcore_comarg,13,5,2,57,0
20,15,hardcore_comarg,14,5,2,57,0
20,15,hardcore_comarg,15,5,2,57,0
20,15,hardcore_comarg,16,5,2,57,0
20,15,hardcore_comarg,17,5,2,57,0
20,15,hardcore_comarg,18,5,2,57,0
20,15,hardcore_comarg,19,5,2,57,0
20,15,hardcore_comarg,20,5,2,57,0
20,15,sdp_X_uw,0,7,0,57,0
20,15,sdp_X_uw,1,7,0,57,0
20,15,sdp_X_uw,2,6,1,57,0
20,15,sdp_X_uw,3,6,1,57,0
20,15,sdp_X_uw,4,6,1,57,0
20,15,sdp_X_uw,5,6,1,57,0
20,15,sdp_X_uw,6,6,1,57,0
20,15,sdp_X_uw,7,6,1,57,0
20,15,sdp_X_uw,8,6,1,57,0
20,15,sdp_X_uw,9,5,2,57,0
20,15,sdp_X_uw,10,5,2,57,0
20,15,sdp_X_uw,11,5,2,57,0
20,15,sdp_X_uw,12,5,2,57,0
20,15,sdp_X_uw,13,5,2,57,0
20,15,sdp_X_uw,14,5,2,57,0
20,15,sdp_X_uw,15,5,2,57,0
20,15,sdp_X_uw,16,5,2,57,0
20,15,sdp_X_uw,17,5,2,57,0
20,15,sdp_X_uw,18,5,2,57,0
20,15,sdp_X_uw,19,5,2,57,0
20,15,sdp_X_uw,20,5,2,57,0
20,15,lp_xu_plus_xw,0,7,0,57,0
20,15,lp_xu_plus_xw,1,7,0,57,0
20,15,lp_xu_plus_xw,2,7,0,57,0
20,15,lp_xu_plus_xw,3,6,1,57,0
20,15,lp_xu_plus_xw,4,6,1,57,0
20,15,lp_xu_plus_xw,5,6,1,57,0
20,15,lp_xu_plus_xw,6,6,1,57,0
20,15,lp_xu_plus_xw,7,6,1,57,0
20,15,lp_xu_plus_xw,8,6,1,57,0
20,15,lp_xu_plus_xw,9,6,1,57,0
20,15,lp_xu_plus_xw,10,6,1,57,0
20,15,lp_xu_plus_xw,11,6,1,57,0
20,15,lp_xu_plus_xw,12,6,1,57,0
20,15,lp_xu_plus_xw,13,6,1,57,0
20,15,lp_xu_plus_xw,14,6,1,57,0
20,15,lp_xu_plus_xw,15,6,1,57,0
20,15,lp_xu_plus_xw,16,6,1,57,0
20,15,lp_xu_plus_xw,17,6,1,57,0
20,15,lp_xu_plus_xw,18,6,1,57,0
20,15,lp_xu_plus_xw,19,6,1,57,0
20,15,lp_xu_plus_xw,20,6,1,57,0
20,15,hoffman_grad,0,7,0,57,1
20,15,drop_e_max,0,7,0,57,0
20,15,drop_e_max,1,7,0,57,0
20,15,drop_e_max,2,6,1,57,0
20,15,drop_e_max,3,6,1,57,0
20,15,drop_e_max,4,6,1,57,0
20,15,drop_e_max,5,6,1,57,0
20,15,drop_e_max,6,6,1,57,0
20,15,drop_e_max,7,6,1,57,0
20,15,drop_e_max,8,6,1,57,0
20,15,drop_e_max,9,5,2,57,0
20,15,drop_e_max,10,5,2,57,0
20,15,drop_e_max,11,5,2,57,0
20,15,drop_e_max,12,5,2,57,0
20,15,drop_e_max,13,5,2,57,0
20,15,drop_e_max,14,5,2,57,0
20,15,drop_e_max,15,5,2,57,0
20,15,drop_e_max,16,5,2,57,0
20,15,drop_e_max,17,5,2,57,0
20,15,drop_e_max,18,5,2,57,0
20,15,drop_e_max,19,5,2,57,0
20,15,drop_e_max,20,5,2,57,0
20,15,drop_l_hc,0,7,0,57,0
20,15,drop_l_hc,1,7,0,57,0
20,15,drop_l_hc,2,7,0,57,0
20,15,drop_l_hc,3,7,0,57,0
20,15,drop_l_hc,4,6,1,57,0
20,15,drop_l_hc,5,6,1,57,0
20,15,drop_l_hc,6,6,1,57,0
20,15,drop_l_hc,7,6,1,57,0
20,15,drop_l_hc,8,6,1,57,0
20,15,drop_l_hc,9,6,1,57,0
20,15,drop_l_hc,10,6,1,57,0
20,15,drop_l_hc,11,6,1,57,0
20,15,drop_l_hc,12,6,1,57,0
20,15,drop_l_hc,13,6,1,57,0
20,15,drop_l_hc,14,6,1,57,0
20,15,drop_l_hc,15,6,1,57,0
20,15,drop_l_hc,16,6,1,57,0
20,15,drop_l_hc,17,6,1,57,0
20,15,drop_l_hc,18,6,1,57,0
20,15,drop_l_hc,19,6,1,57,0
20,15,drop_l_hc,20,6,1,57,0
20,16,random,0,7,0,57,0
20,16,random,1,7,0,57,0
20,16,random,2,7,0,57,0
20,16,random,3,7,0,57,0
20,16,random,4,7,0,57,0
20,16,random,5,6,1,57,0
20,16,random,6,6,1,57,0
20,16,random,7,6,1,57,0
20,16,random,8,6,1,57,0
20,16,random,9,6,1,57,0
20,16,random,10,6,1,57,0
20,16,random,11,5,2,57,0
20,16,random,12,5,2,57,0
20,16,random,13,5,2,57,0
20,16,random,14,5,2,57,0
20,16,random,15,5,2,57,0
20,16,random,16,5,2,57,0
20,16,random,17,5,2,57,0
20,16,random,18,5,2,57,0
20,16,random,19,5,2,57,0
20,16,random,20,5,2,57,0
20,16,drop_alpha,0,7,0,57,0
20,16,drop_alpha,1,7,0,57,0
20,16,drop_alpha,2,7,0,57,0
20,16,drop_alpha,3,7,0,57,0
20,16,drop_alpha,4,7,0,57,0
20,16,drop_alpha,5,6,1,57,0
20,16,drop_alpha,6,6,1,57,0
20,16,drop_alpha,7,6,1,57,0
20,16,drop_alpha,8,6,1,57,0
20,16,drop_alpha,9,6,1,57,0
20,16,drop_alpha,10,6,1,57,0
20,16,drop_alpha,11,6,1,57,0
20,16,drop_alpha,12,6,1,57,0
20,16,drop_alpha,13,6,1,57,0
20,16,drop_alpha,14,6,1,57,0
20,16,drop_alpha,15,5,2,57,0
20,16,drop_alpha,16,5,2,57,0
20,16,drop_alpha,17,5,2,57,0
20,16,drop_alpha,18,5,2,57,0
20,16,drop_alpha,19,5,2,57,0
20,16,drop_alpha,20,5,2,57,0
20,16,hardcore_comarg,0,7,0,57,0
20,16,hardcore_comarg,1,7,0,57,0
20,16,hardcore_comarg,2,6,1,57,0
20,16,hardcore_comarg,3,6,1,57,0
20,16,hardcore_comarg,4,6,1,57,0
20,16,hardcore_comarg,5,6,1,57,0
20,16,hardcore_comarg,6,5,2,57,0
20,16,hardcore_comarg,7,5,2,57,0
20,16,hardcore_comarg,8,5,2,57,0
20,16,hardcore_comarg,9,5,2,57,0
20,16,hardcore_comarg,10,5,2,57,0
20,16,hardcore_comarg,11,5,2,57,0
20,16,hardcore_comarg,12,5,2,57,0
20,16,hardcore_comarg,13,5,2,57,0
20,16,hardcore_comarg,14,5,2,57,0
20,16,hardcore_comarg,15,5,2,57,0
20,16,hardcore_comarg,16,5,2,57,0
20,16,hardcore_comarg,17,5,2,57,0
20,16,hardcore_comarg,18,5,2,57,0
20,16,hardcore_comarg,19,5,2,57,0
20,16,hardcore_comarg,20,5,2,57,0
20,16,sdp_X_uw,0,7,0,57,0
20,16,sdp_X_uw,1,7,0,57,0
20,16,sdp_X_uw,2,6,1,57,0
20,16,sdp_X_uw,3,6,1,57,0
20,16,sdp_X_uw,4,6,1,57,0
20,16,sdp_X_uw,5,6,1,57,0
20,16,sdp_X_uw,6,6,1,57,0
20,16,sdp_X_uw,7,5,2,57,0
20,16,sdp_X_uw,8,5,2,57,0
20,16,sdp_X_uw,9,5,2,57,0
20,16,sdp_X_uw,10,5,2,57,0
20,16,sdp_X_uw,11,5,2,57,0
20,16,sdp_X_uw,12,5,2,57,0
20,16,sdp_X_uw,13,5,2,57,0
20,16,sdp_X_uw,14,5,2,57,0
20,16,sdp_X_uw,15,5,2,57,0
20,16,sdp_X_uw,16,5,2,57,0
20,16,sdp_X_uw,17,5,2,57,0
20,16,sdp_X_uw,18,5,2,57,0
20,16,sdp_X_uw,19,5,2,57,0
20,16,sdp_X_uw,20,5,2,57,0
20,16,lp_xu_plus_xw,0,7,0,57,0
20,16,lp_xu_plus_xw,1,7,0,57,0
20,16,lp_xu_plus_xw,2,7,0,57,0
20,16,lp_xu_plus_xw,3,7,0,57,0
20,16,lp_xu_plus_xw,4,7,0,57,0
20,16,lp_xu_plus_xw,5,7,0,57,0
20,16,lp_xu_plus_xw,6,7,0,57,0
20,16,lp_xu_plus_xw,7,7,0,57,0
20,16,lp_xu_plus_xw,8,7,0,57,0
20,16,lp_xu_plus_xw,9,7,0,57,0
20,16,lp_xu_plus_xw,10,7,0,57,0
20,16,lp_xu_plus_xw,11,7,0,57,0
20,16,lp_xu_plus_xw,12,7,0,57,0
20,16,lp_xu_plus_xw,13,7,0,57,0
20,16,lp_xu_plus_xw,14,7,0,57,0
20,16,lp_xu_plus_xw,15,7,0,57,0
20,16,lp_xu_plus_xw,16,7,0,57,0
20,16,lp_xu_plus_xw,17,7,0,57,0
20,16,lp_xu_plus_xw,18,7,0,57,0
20,16,lp_xu_plus_xw,19,6,1,57,0
20,16,lp_xu_plus_xw,20,6,1,57,0
20,16,hoffman_grad,0,7,0,57,1
20,16,drop_e_max,0,7,0,57,0
20,16,drop_e_max,1,7,0,57,0
20,16,drop_e_max,2,6,1,57,0
20,16,drop_e_max,3,6,1,57,0
20,16,drop_e_max,4,6,1,57,0
20,16,drop_e_max,5,6,1,57,0
20,16,drop_e_max,6,5,2,57,0
20,16,drop_e_max,7,5,2,57,0
20,16,drop_e_max,8,5,2,57,0
20,16,drop_e_max,9,5,2,57,0
20,16,drop_e_max,10,5,2,57,0
20,16,drop_e_max,11,5,2,57,0
20,16,drop_e_max,12,5,2,57,0
20,16,drop_e_max,13,5,2,57,0
20,16,drop_e_max,14,5,2,57,0
20,16,drop_e_max,15,5,2,57,0
20,16,drop_e_max,16,5,2,57,0
20,16,drop_e_max,17,5,2,57,0
20,16,drop_e_max,18,5,2,57,0
20,16,drop_e_max,19,5,2,57,0
20,16,drop_e_max,20,5,2,57,0
20,16,drop_l_hc,0,7,0,57,0
20,16,drop_l_hc,1,7,0,57,0
20,16,drop_l_hc,2,7,0,57,0
20,16,drop_l_hc,3,7,0,57,0
20,16,drop_l_hc,4,7,0,57,0
20,16,drop_l_hc,5,7,0,57,0
20,16,drop_l_hc,6,7,0,57,0
20,16,drop_l_hc,7,7,0,57,0
20,16,drop_l_hc,8,7,0,57,0
20,16,drop_l_hc,9,7,0,57,0
20,16,drop_l_hc,10,7,0,57,0
20,16,drop_l_hc,11,7,0,57,0
20,16,drop_l_hc,12,6,1,57,0
20,16,drop_l_hc,13,6,1,57,0
20,16,drop_l_hc,14,6,1,57,0
20,16,drop_l_hc,15,6,1,57,0
20,16,drop_l_hc,16,6,1,57,0
20,16,drop_l_hc,17,6,1,57,0
20,16,drop_l_hc,18,6,1,57,0
20,16,drop_l_hc,19,6,1,57,0
20,16,drop_l_hc,20,6,1,57,0
20,17,random,0,7,0,57,0
20,17,random,1,7,0,57,0
20,17,random,2,7,0,57,0
20,17,random,3,7,0,57,0
20,17,random,4,7,0,57,0
20,17,random,5,7,0,57,0
20,17,random,6,7,0,57,0
20,17,random,7,7,0,57,0
20,17,random,8,7,0,57,0
20,17,random,9,7,0,57,0
20,17,random,10,7,0,57,0
20,17,random,11,7,0,57,0
20,17,random,12,7,0,57,0
20,17,random,13,7,0,57,0
20,17,random,14,7,0,57,0
20,17,random,15,7,0,57,0
20,17,random,16,7,0,57,0
20,17,random,17,7,0,57,0
20,17,random,18,7,0,57,0
20,17,random,19,7,0,57,0
20,17,random,20,7,0,57,0
20,17,drop_alpha,0,7,0,57,0
20,17,drop_alpha,1,7,0,57,0
20,17,drop_alpha,2,7,0,57,0
20,17,drop_alpha,3,7,0,57,0
20,17,drop_alpha,4,7,0,57,0
20,17,drop_alpha,5,7,0,57,0
20,17,drop_alpha,6,7,0,57,0
20,17,drop_alpha,7,7,0,57,0
20,17,drop_alpha,8,7,0,57,0
20,17,drop_alpha,9,6,1,57,0
20,17,drop_alpha,10,6,1,57,0
20,17,drop_alpha,11,6,1,57,0
20,17,drop_alpha,12,6,1,57,0
20,17,drop_alpha,13,6,1,57,0
20,17,drop_alpha,14,6,1,57,0
20,17,drop_alpha,15,6,1,57,0
20,17,drop_alpha,16,6,1,57,0
20,17,drop_alpha,17,6,1,57,0
20,17,drop_alpha,18,6,1,57,0
20,17,drop_alpha,19,6,1,57,0
20,17,drop_alpha,20,6,1,57,0
20,17,hardcore_comarg,0,7,0,57,0
20,17,hardcore_comarg,1,7,0,57,0
20,17,hardcore_comarg,2,7,0,57,0
20,17,hardcore_comarg,3,6,1,57,0
20,17,hardcore_comarg,4,6,1,57,0
20,17,hardcore_comarg,5,6,1,57,0
20,17,hardcore_comarg,6,6,1,57,0
20,17,hardcore_comarg,7,5,2,57,0
20,17,hardcore_comarg,8,5,2,57,0
20,17,hardcore_comarg,9,5,2,57,0
20,17,hardcore_comarg,10,5,2,57,0
20,17,hardcore_comarg,11,5,2,57,0
20,17,hardcore_comarg,12,5,2,57,0
20,17,hardcore_comarg,13,5,2,57,0
20,17,hardcore_comarg,14,5,2,57,0
20,17,hardcore_comarg,15,5,2,57,0
20,17,hardcore_comarg,16,5,2,57,0
20,17,hardcore_comarg,17,5,2,57,0
20,17,hardcore_comarg,18,5,2,57,0
20,17,hardcore_comarg,19,5,2,57,0
20,17,hardcore_comarg,20,5,2,57,0
20,17,sdp_X_uw,0,7,0,57,0
20,17,sdp_X_uw,1,7,0,57,0
20,17,sdp_X_uw,2,7,0,57,0
20,17,sdp_X_uw,3,6,1,57,0
20,17,sdp_X_uw,4,6,1,57,0
20,17,sdp_X_uw,5,6,1,57,0
20,17,sdp_X_uw,6,6,1,57,0
20,17,sdp_X_uw,7,6,1,57,0
20,17,sdp_X_uw,8,6,1,57,0
20,17,sdp_X_uw,9,6,1,57,0
20,17,sdp_X_uw,10,5,2,57,0
20,17,sdp_X_uw,11,5,2,57,0
20,17,sdp_X_uw,12,5,2,57,0
20,17,sdp_X_uw,13,5,2,57,0
20,17,sdp_X_uw,14,5,2,57,0
20,17,sdp_X_uw,15,5,2,57,0
20,17,sdp_X_uw,16,5,2,57,0
20,17,sdp_X_uw,17,5,2,57,0
20,17,sdp_X_uw,18,5,2,57,0
20,17,sdp_X_uw,19,5,2,57,0
20,17,sdp_X_uw,20,5,2,57,0
20,17,lp_xu_plus_xw,0,7,0,57,0
20,17,lp_xu_plus_xw,1,7,0,57,0
20,17,lp_xu_plus_xw,2,7,0,57,0
20,17,lp_xu_plus_xw,3,7,0,57,0
20,17,lp_xu_plus_xw,4,7,0,57,0
20,17,lp_xu_plus_xw,5,7,0,57,0
20,17,lp_xu_plus_xw,6,7,0,57,0
20,17,lp_xu_plus_xw,7,6,1,57,0
20,17,lp_xu_plus_xw,8,6,1,57,0
20,17,lp_xu_plus_xw,9,6,1,57,0
20,17,lp_xu_plus_xw,10,6,1,57,0
20,17,lp_xu_plus_xw,11,6,1,57,0
20,17,lp_xu_plus_xw,12,5,2,57,0
20,17,lp_xu_plus_xw,13,5,2,57,0
20,17,lp_xu_plus_xw,14,5,2,57,0
20,17,lp_xu_plus_xw,15,5,2,57,0
20,17,lp_xu_plus_xw,16,5,2,57,0
20,17,lp_xu_plus_xw,17,5,2,57,0
20,17,lp_xu_plus_xw,18,5,2,57,0
20,17,lp_xu_plus_xw,19,5,2,57,0
20,17,lp_xu_plus_xw,20,5,2,57,0
20,17,hoffman_grad,0,7,0,57,1
20,17,drop_e_max,0,7,0,57,0
20,17,drop_e_max,1,7,0,57,0
20,17,drop_e_max,2,6,1,57,0
20,17,drop_e_max,3,6,1,57,0
20,17,drop_e_max,4,6,1,57,0
20,17,drop_e_max,5,6,1,57,0
20,17,drop_e_max,6,6,1,57,0
20,17,drop_e_max,7,5,2,57,0
20,17,drop_e_max,8,5,2,57,0
20,17,drop_e_max,9,5,2,57,0
20,17,drop_e_max,10,5,2,57,0
20,17,drop_e_max,11,5,2,57,0
20,17,drop_e_max,12,5,2,57,0
20,17,drop_e_max,13,5,2,57,0
20,17,drop_e_max,14,5,2,57,0
20,17,drop_e_max,15,5,2,57,0
20,17,drop_e_max,16,5,2,57,0
20,17,drop_e_max,17,5,2,57,0
20,17,drop_e_max,18,5,2,57,0
20,17,drop_e_max,19,5,2,57,0
20,17,drop_e_max,20,5,2,57,0
20,17,drop_l_hc,0,7,0,57,0
20,17,drop_l_hc,1,7,0,57,0
20,17,drop_l_hc,2,7,0,57,0
20,17,drop_l_hc,3,7,0,57,0
20,17,drop_l_hc,4,7,0,57,0
20,17,drop_l_hc,5,7,0,57,0
20,17,drop_l_hc,6,7,0,57,0
20,17,drop_l_hc,7,7,0,57,0
20,17,drop_l_hc,8,7,0,57,0
20,17,drop_l_hc,9,7,0,57,0
20,17,drop_l_hc,10,7,0,57,0
20,17,drop_l_hc,11,7,0,57,0
20,17,drop_l_hc,12,7,0,57,0
20,17,drop_l_hc,13,7,0,57,0
20,17,drop_l_hc,14,7,0,57,0
20,17,drop_l_hc,15,7,0,57,0
20,17,drop_l_hc,16,7,0,57,0
20,17,drop_l_hc,17,7,0,57,0
20,17,drop_l_hc,18,7,0,57,0
20,17,drop_l_hc,19,7,0,57,0
20,17,drop_l_hc,20,7,0,57,0
20,18,random,0,7,0,57,0
20,18,random,1,7,0,57,0
20,18,random,2,7,0,57,0
20,18,random,3,7,0,57,0
20,18,random,4,7,0,57,0
20,18,random,5,7,0,57,0
20,18,random,6,7,0,57,0
20,18,random,7,7,0,57,0
20,18,random,8,6,1,57,0
20,18,random,9,6,1,57,0
20,18,random,10,6,1,57,0
20,18,random,11,6,1,57,0
20,18,random,12,6,1,57,0
20,18,random,13,6,1,57,0
20,18,random,14,6,1,57,0
20,18,random,15,6,1,57,0
20,18,random,16,6,1,57,0
20,18,random,17,6,1,57,0
20,18,random,18,6,1,57,0
20,18,random,19,6,1,57,0
20,18,random,20,6,1,57,0
20,18,drop_alpha,0,7,0,57,0
20,18,drop_alpha,1,7,0,57,0
20,18,drop_alpha,2,6,1,57,0
20,18,drop_alpha,3,6,1,57,0
20,18,drop_alpha,4,6,1,57,0
20,18,drop_alpha,5,6,1,57,0
20,18,drop_alpha,6,6,1,57,0
20,18,drop_alpha,7,6,1,57,0
20,18,drop_alpha,8,6,1,57,0
20,18,drop_alpha,9,6,1,57,0
20,18,drop_alpha,10,6,1,57,0
20,18,drop_alpha,11,6,1,57,0
20,18,drop_alpha,12,6,1,57,0
20,18,drop_alpha,13,6,1,57,0
20,18,drop_alpha,14,6,1,57,0
20,18,drop_alpha,15,6,1,57,0
20,18,drop_alpha,16,6,1,57,0
20,18,drop_alpha,17,6,1,57,0
20,18,drop_alpha,18,6,1,57,0
20,18,drop_alpha,19,6,1,57,0
20,18,drop_alpha,20,6,1,57,0
20,18,hardcore_comarg,0,7,0,57,0
20,18,hardcore_comarg,1,7,0,57,0
20,18,hardcore_comarg,2,6,1,57,0
20,18,hardcore_comarg,3,6,1,57,0
20,18,hardcore_comarg,4,6,1,57,0
20,18,hardcore_comarg,5,6,1,57,0
20,18,hardcore_comarg,6,6,1,57,0
20,18,hardcore_comarg,7,5,2,57,0
20,18,hardcore_comarg,8,5,2,57,0
20,18,hardcore_comarg,9,5,2,57,0
20,18,hardcore_comarg,10,5,2,57,0
20,18,hardcore_comarg,11,5,2,57,0
20,18,hardcore_comarg,12,5,2,57,0
20,18,hardcore_comarg,13,5,2,57,0
20,18,hardcore_comarg,14,5,2,57,0
20,18,hardcore_comarg,15,5,2,57,0
20,18,hardcore_comarg,16,5,2,57,0
20,18,hardcore_comarg,17,5,2,57,0
20,18,hardcore_comarg,18,5,2,57,0
20,18,hardcore_comarg,19,5,2,57,0
20,18,hardcore_comarg,20,5,2,57,0
20,18,sdp_X_uw,0,7,0,57,0
20,18,sdp_X_uw,1,7,0,57,0
20,18,sdp_X_uw,2,6,1,57,0
20,18,sdp_X_uw,3,6,1,57,0
20,18,sdp_X_uw,4,6,1,57,0
20,18,sdp_X_uw,5,6,1,57,0
20,18,sdp_X_uw,6,6,1,57,0
20,18,sdp_X_uw,7,6,1,57,0
20,18,sdp_X_uw,8,6,1,57,0
20,18,sdp_X_uw,9,5,2,57,0
20,18,sdp_X_uw,10,5,2,57,0
20,18,sdp_X_uw,11,5,2,57,0
20,18,sdp_X_uw,12,5,2,57,0
20,18,sdp_X_uw,13,5,2,57,0
20,18,sdp_X_uw,14,5,2,57,0
20,18,sdp_X_uw,15,5,2,57,0
20,18,sdp_X_uw,16,5,2,57,0
20,18,sdp_X_uw,17,5,2,57,0
20,18,sdp_X_uw,18,5,2,57,0
20,18,sdp_X_uw,19,5,2,57,0
20,18,sdp_X_uw,20,5,2,57,0
20,18,lp_xu_plus_xw,0,7,0,57,0
20,18,lp_xu_plus_xw,1,7,0,57,0
20,18,lp_xu_plus_xw,2,6,1,57,0
20,18,lp_xu_plus_xw,3,6,1,57,0
20,18,lp_xu_plus_xw,4,6,1,57,0
20,18,lp_xu_plus_xw,5,6,1,57,0
20,18,lp_xu_plus_xw,6,6,1,57,0
20,18,lp_xu_plus_xw,7,6,1,57,0
20,18,lp_xu_plus_xw,8,6,1,57,0
20,18,lp_xu_plus_xw,9,6,1,57,0
20,18,lp_xu_plus_xw,10,6,1,57,0
20,18,lp_xu_plus_xw,11,6,1,57,0
20,18,lp_xu_plus_xw,12,6,1,57,0
20,18,lp_xu_plus_xw,13,6,1,57,0
20,18,lp_xu_plus_xw,14,6,1,57,0
20,18,lp_xu_plus_xw,15,5,2,57,0
20,18,lp_xu_plus_xw,16,5,2,57,0
20,18,lp_xu_plus_xw,17,5,2,57,0
20,18,lp_xu_plus_xw,18,5,2,57,0
20,18,lp_xu_plus_xw,19,5,2,57,0
20,18,lp_xu_plus_xw,20,5,2,57,0
20,18,hoffman_grad,0,7,0,57,1
20,18,drop_e_max,0,7,0,57,0
20,18,drop_e_max,1,7,0,57,0
20,18,drop_e_max,2,6,1,57,0
20,18,drop_e_max,3,6,1,57,0
20,18,drop_e_max,4,6,1,57,0
20,18,drop_e_max,5,6,1,57,0
20,18,drop_e_max,6,6,1,57,0
20,18,drop_e_max,7,5,2,57,0
20,18,drop_e_max,8,5,2,57,0
20,18,drop_e_max,9,5,2,57,0
20,18,drop_e_max,10,5,2,57,0
20,18,drop_e_max,11,5,2,57,0
20,18,drop_e_max,12,5,2,57,0
20,18,drop_e_max,13,5,2,57,0
20,18,drop_e_max,14,5,2,57,0
20,18,drop_e_max,15,5,2,57,0
20,18,drop_e_max,16,5,2,57,0
20,18,drop_e_max,17,5,2,57,0
20,18,drop_e_max,18,5,2,57,0
20,18,drop_e_max,19,5,2,57,0
20,18,drop_e_max,20,5,2,57,0
20,18,drop_l_hc,0,7,0,57,0
20,18,drop_l_hc,1,7,0,57,0
20,18,drop_l_hc,2,7,0,57,0
20,18,drop_l_hc,3,6,1,57,0
20,18,drop_l_hc,4,6,1,57,0
20,18,drop_l_hc,5,6,1,57,0
20,18,drop_l_hc,6,6,1,57,0
20,18,drop_l_hc,7,6,1,57,0
20,18,drop_l_hc,8,6,1,57,0
20,18,drop_l_hc,9,6,1,57,0
20,18,drop_l_hc,10,6,1,57,0
20,18,drop_l_hc,11,6,1,57,0
20,18,drop_l_hc,12,6,1,57,0
20,18,drop_l_hc,13,6,1,57,0
20,18,drop_l_hc,14,6,1,57,0
20,18,drop_l_hc,15,6,1,57,0
20,18,drop_l_hc,16,6,1,57,0
20,18,drop_l_hc,17,6,1,57,0
20,18,drop_l_hc,18,6,1,57,0
20,18,drop_l_hc,19,6,1,57,0
20,18,drop_l_hc,20,6,1,57,0
20,19,random,0,7,0,57,0
20,19,random,1,7,0,57,0
20,19,random,2,7,0,57,0
20,19,random,3,7,0,57,0
20,19,random,4,7,0,57,0
20,19,random,5,7,0,57,0
20,19,random,6,7,0,57,0
20,19,random,7,7,0,57,0
20,19,random,8,7,0,57,0
20,19,random,9,7,0,57,0
20,19,random,10,7,0,57,0
20,19,random,11,7,0,57,0
20,19,random,12,7,0,57,0
20,19,random,13,7,0,57,0
20,19,random,14,7,0,57,0
20,19,random,15,6,1,57,0
20,19,random,16,6,1,57,0
20,19,random,17,6,1,57,0
20,19,random,18,6,1,57,0
20,19,random,19,6,1,57,0
20,19,random,20,6,1,57,0
20,19,drop_alpha,0,7,0,57,0
20,19,drop_alpha,1,7,0,57,0
20,19,drop_alpha,2,7,0,57,0
20,19,drop_alpha,3,7,0,57,0
20,19,drop_alpha,4,6,1,57,0
20,19,drop_alpha,5,6,1,57,0
20,19,drop_alpha,6,6,1,57,0
20,19,drop_alpha,7,6,1,57,0
20,19,drop_alpha,8,6,1,57,0
20,19,drop_alpha,9,6,1,57,0
20,19,drop_alpha,10,6,1,57,0
20,19,drop_alpha,11,6,1,57,0
20,19,drop_alpha,12,6,1,57,0
20,19,drop_alpha,13,6,1,57,0
20,19,drop_alpha,14,6,1,57,0
20,19,drop_alpha,15,6,1,57,0
20,19,drop_alpha,16,6,1,57,0
20,19,drop_alpha,17,6,1,57,0
20,19,drop_alpha,18,6,1,57,0
20,19,drop_alpha,19,6,1,57,0
20,19,drop_alpha,20,5,2,57,0
20,19,hardcore_comarg,0,7,0,57,0
20,19,hardcore_comarg,1,7,0,57,0
20,19,hardcore_comarg,2,6,1,57,0
20,19,hardcore_comarg,3,6,1,57,0
20,19,hardcore_comarg,4,6,1,57,0
20,19,hardcore_comarg,5,6,1,57,0
20,19,hardcore_comarg,6,6,1,57,0
20,19,hardcore_comarg,7,5,2,57,0
20,19,hardcore_comarg,8,5,2,57,0
20,19,hardcore_comarg,9,5,2,57,0
20,19,hardcore_comarg,10,5,2,57,0
20,19,hardcore_comarg,11,5,2,57,0
20,19,hardcore_comarg,12,5,2,57,0
20,19,hardcore_comarg,13,5,2,57,0
20,19,hardcore_comarg,14,5,2,57,0
20,19,hardcore_comarg,15,5,2,57,0
20,19,hardcore_comarg,16,5,2,57,0
20,19,hardcore_comarg,17,5,2,57,0
20,19,hardcore_comarg,18,5,2,57,0
20,19,hardcore_comarg,19,5,2,57,0
20,19,hardcore_comarg,20,5,2,57,0
20,19,sdp_X_uw,0,7,0,57,0
20,19,sdp_X_uw,1,7,0,57,0
20,19,sdp_X_uw,2,6,1,57,0
20,19,sdp_X_uw,3,6,1,57,0
20,19,sdp_X_uw,4,6,1,57,0
20,19,sdp_X_uw,5,6,1,57,0
20,19,sdp_X_uw,6,6,1,57,0
20,19,sdp_X_uw,7,6,1,57,0
20,19,sdp_X_uw,8,5,2,57,0
20,19,sdp_X_uw,9,5,2,57,0
20,19,sdp_X_uw,10,5,2,57,0
20,19,sdp_X_uw,11,5,2,57,0
20,19,sdp_X_uw,12,5,2,57,0
20,19,sdp_X_uw,13,5,2,57,0
20,19,sdp_X_uw,14,5,2,57,0
20,19,sdp_X_uw,15,5,2,57,0
20,19,sdp_X_uw,16,5,2,57,0
20,19,sdp_X_uw,17,5,2,57,0
20,19,sdp_X_uw,18,5,2,57,0
20,19,sdp_X_uw,19,5,2,57,0
20,19,sdp_X_uw,20,5,2,57,0
20,19,lp_xu_plus_xw,0,7,0,57,0
20,19,lp_xu_plus_xw,1,7,0,57,0
